province,track,score,percentile,rank,reach_tier,severity,code,message,schools_chong,schools_wen,schools_bao,majors
新疆,历史类,600,99.12,419,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,新疆大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,619,99.35,312,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,624,99.39,290,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,649,99.56,208,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,674,99.68,154,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,697,99.78,108,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,699,99.78,104,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,724,99.89,54,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,749,100.0,4,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,750,100.0,2,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,物理类,549,91.62,23116,一本,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,江西理工大学,东华理工大学 | 九江学院 | 井冈山大学,上饶师范学院 | 南昌师范学院 | 江西水利电力大学 | 江西警察学院 | 赣南师范大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程 | 新能源科学与工程
江西,物理类,574,95.32,12957,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,中国人民解放军陆军步兵学院 | 南昌医学院 | 南昌航空大学,华东交通大学 | 江西中医药大学,九江学院 | 井冈山大学 | 江西农业大学 | 江西理工大学 | 江西科技师范大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
江西,物理类,587,96.62,9354,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,江西师范大学 | 江西财经大学,中国人民解放军陆军步兵学院 | 华东交通大学 | 南昌医学院,江西中医药大学 | 江西理工大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
江西,物理类,599,97.52,6870,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,南昌大学,中国人民解放军陆军步兵学院 | 江西师范大学 | 江西财经大学,华东交通大学 | 南昌医学院 | 南昌航空大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
江西,物理类,600,97.58,6698,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,南昌大学,江西师范大学 | 江西财经大学,中国人民解放军陆军步兵学院 | 华东交通大学 | 南昌医学院 | 南昌航空大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
江西,物理类,619,98.5,4146,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,南昌大学,江西师范大学 | 江西财经大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
江西,物理类,624,98.67,3676,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,南昌大学,江西师范大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
江西,物理类,649,99.22,2130,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
江西,物理类,674,99.51,1345,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,697,99.68,882,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,699,99.69,846,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,724,99.85,432,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,749,100.0,32,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,750,100.0,16,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,历史类,549,91.95,10172,一本,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,华东交通大学 | 南昌医学院,东华理工大学 | 南昌航空大学 | 江西中医药大学,上饶师范学院 | 井冈山大学 | 南昌师范学院 | 景德镇陶瓷大学 | 江西理工大学,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
江西,历史类,574,95.52,5685,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,南昌大学,南昌医学院 | 江西财经大学,东华理工大学 | 华东交通大学 | 南昌航空大学 | 江西中医药大学 | 江西农业大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,587,96.77,4102,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,江西师范大学,南昌大学,南昌医学院 | 江西财经大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,599,97.62,3012,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,南昌大学 | 江西师范大学,江西财经大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,600,97.68,2936,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,南昌大学 | 江西师范大学,江西财经大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,619,98.56,1818,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,江西师范大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江西,历史类,624,98.73,1612,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,江西师范大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江西,历史类,649,99.25,934,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江西,历史类,674,99.53,592,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,697,99.69,388,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,699,99.7,373,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,724,99.85,193,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,749,100.0,14,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,750,100.0,7,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
