province,track,score,percentile,rank,reach_tier,severity,code,message,schools_chong,schools_wen,schools_bao,majors
广东,历史类,678,99.55,787,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
广东,历史类,697,99.69,549,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
广东,历史类,703,99.72,483,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
广东,历史类,728,99.87,230,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
广东,历史类,750,100.0,10,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,物理类,474,91.16,9298,一本,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程 | 新能源科学与工程
新疆,物理类,499,94.17,6146,双一流,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
新疆,物理类,524,96.31,3894,211,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
新疆,物理类,549,97.72,2408,211,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
新疆,物理类,574,98.58,1498,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
新疆,物理类,587,98.88,1184,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
新疆,物理类,599,99.08,964,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
新疆,物理类,600,99.1,947,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
新疆,物理类,619,99.33,705,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
新疆,物理类,624,99.38,654,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
新疆,物理类,649,99.56,462,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,物理类,674,99.69,325,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,物理类,697,99.8,216,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,物理类,699,99.81,208,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,物理类,724,99.9,108,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,物理类,749,100.0,8,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,物理类,750,100.0,4,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
新疆,历史类,474,91.09,4255,一本,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
新疆,历史类,499,94.14,2804,双一流,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
新疆,历史类,524,96.32,1765,211,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
新疆,历史类,549,97.75,1082,211,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
新疆,历史类,574,98.61,667,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,587,98.91,524,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,599,99.11,426,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,600,99.12,419,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,619,99.35,312,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,624,99.39,290,985,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
新疆,历史类,649,99.56,208,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,674,99.68,154,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,697,99.78,108,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,699,99.78,104,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,724,99.89,54,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,749,100.0,4,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
新疆,历史类,750,100.0,2,C9,WARN,MODEL_SEGMENT_GAP,新疆暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江苏,历史类,464,0.96,192887,专科,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文 | 会计学
江苏,历史类,489,14.68,166556,专科,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文 | 会计学
江苏,历史类,514,31.03,134952,专科,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文 | 会计学
江苏,历史类,539,48.2,101717,专科,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文 | 会计学
江苏,历史类,564,64.42,70158,专科,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文 | 会计学
江苏,历史类,587,77.35,44886,二本,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育 | 护理学
江苏,历史类,589,78.35,42936,二本,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育 | 护理学
江苏,历史类,600,83.72,32862,二本,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育 | 护理学
江苏,历史类,614,89.09,21850,一本,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
江苏,历史类,619,90.78,18515,一本,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
江苏,历史类,639,96.16,7888,211,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江苏,历史类,664,99.4,1307,985,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江苏,历史类,689,99.92,150,C9,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江苏,历史类,697,99.93,146,C9,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江苏,历史类,714,99.93,137,C9,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江苏,历史类,739,99.94,124,C9,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江苏,历史类,750,99.94,119,C9,WARN,VERIFIED_NO_INDEX_TRACK,江苏历史类 已验收但当前科类无索引,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,物理类,549,91.62,23116,一本,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程 | 新能源科学与工程
江西,物理类,574,95.32,12957,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
江西,物理类,587,96.62,9354,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
江西,物理类,599,97.52,6870,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
江西,物理类,600,97.58,6698,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
江西,物理类,619,98.5,4146,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
江西,物理类,624,98.67,3676,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
江西,物理类,649,99.22,2130,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
江西,物理类,674,99.51,1345,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,697,99.68,882,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,699,99.69,846,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,724,99.85,432,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,749,100.0,32,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,物理类,750,100.0,16,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
江西,历史类,549,91.95,10172,一本,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
江西,历史类,574,95.52,5685,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,587,96.77,4102,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,599,97.62,3012,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,600,97.68,2936,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
江西,历史类,619,98.56,1818,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江西,历史类,624,98.73,1612,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江西,历史类,649,99.25,934,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
江西,历史类,674,99.53,592,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,697,99.69,388,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,699,99.7,373,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,724,99.85,193,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,749,100.0,14,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
江西,历史类,750,100.0,7,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
河北,物理类,577,93.33,30127,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
河北,物理类,587,94.86,23247,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
河北,物理类,600,96.39,16347,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,602,96.59,15447,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,619,97.87,9678,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,627,98.27,7810,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,652,99.05,4259,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
河北,物理类,677,99.42,2584,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
